"node_id","parent_id","domain","node_type","title_ru","outcome","safety_class","execution_policy","prerequisite_node_ids","source_package_ids","materials_tools_state","instrument_ids","measurement_acceptance","calibration_reference","drawings_bom_state","localization_state","waste_storage","stop_conditions","maintenance_spares","successor_proof","evidence_required","evidence_state","capability_status","release_gate","notes","release_version"
"TD-HAZ-STRUCTURE","TD-HAZARDS","HAZARD","HAZARD_BOUNDARY","Несущие конструкции; склоны и фундаменты","Prevent collapse from unreviewed modification","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-SHELTER-SURVEY","","NO_HOUSEHOLD_STRUCTURAL_WORK","","Qualified design; permit and inspection only","Licensed engineer and survey control","PROFESSIONAL_ONLY","PORTUGAL_BUILDING_RULES_REQUIRED","Construction waste by material class","Crack movement; settlement; storm damage; unknown load; excavation","Professional inspection","Преемник closes access and escalates defect","Boundary card; reports; permits; inspection","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No structural build instructions in household execution","0.5-draft"
"TD-FUELS","TD-ROOT","ENERGY_FUELS","OUTCOME","Топливо; смазки и тепловые носители","Сократить спрос; законно хранить готовое топливо; сохранить промышленное знание без опасной домашней переработки","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE|TD-FUEL-DEMAND|TD-FUEL-STORAGE|TD-FUEL-SOLID|TD-FUEL-VEGOIL|TD-FUEL-LUBRICANTS|TD-FUEL-ENGINE-COMPAT|TD-FUEL-PETROLEUM-REFINING|TD-FUEL-ETHANOL|TD-FUEL-BIODIESEL|TD-FUEL-BIOGAS|TD-FUEL-PRODUCER-GAS|TD-FUEL-USE-COOK|TD-FUEL-USE-HEAT|TD-FUEL-USE-POWER|TD-FUEL-USE-TRANSPORT|TD-FUEL-PRODUCT-ID|TD-FUEL-BATCH-ACCEPT|TD-FUEL-ROTATION|TD-FUEL-SPILL|TD-FUEL-EXHAUST|TD-FUEL-ASH|TD-FUEL-CONSUMPTION|TD-FUEL-ALTERNATIVE|TD-FUEL-WOODLOT|TD-FUEL-WOOD-DRY","","NO_FUEL_SYSTEM_OR_STOCK","INS-009|INS-011|INS-013|INS-017|INS-023|INS-024|INS-045|INS-053","Demand; legal storage; fire separation; compatibility; turnover and professional production boundaries documented","Certified containers; OEM data; qualified fire and process review","MISSING_SYSTEM_LAYOUT","PORTUGAL_FIRE_ENVIRONMENT_TAX_AND_FUEL_RULES_REQUIRED","Fuel; oils; filters; contaminated soil and containers use licensed routes","Leak; vapor; heat; smoke; wrong fuel; unknown mixture; pressure; confined space","Stock rotation; seals; filters; spill kit; fire systems; alternative mobility","Преемник identifies products; performs safe shutdown and refuses prohibited production","Inventory; SDS; site plan; inspections; consumption log; professional sources","MISSING","MISSING","DENY","This branch catalogs gasoline; diesel; kerosene and alternatives without household refining recipes","0.5-draft"
"TD-FUEL-DEMAND","TD-FUELS","ENERGY_FUELS","TEST","Топливный баланс и сокращение спроса","Measure real liters or kilograms per service unit and prioritize non-fuel alternatives","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-INVENTORY|TD-ENERGY-LOADS","","NO_CONSUMPTION_LOG","INS-009|INS-011","Consumption by device; task; season and reserve days reconciles to stock changes","Known container volume or mass check; odometer or runtime cross-check","NOT_APPLICABLE","EXACT_ASSETS_AND_SITE_REQUIRED","Spills and waste recorded","Unknown leak; inconsistent reconciliation; unsafe measurement near ignition","Each refill and monthly balance","Преемник reconciles one period and finds a planted discrepancy","Raw stock counts; receipts; runtime; service output; uncertainty","MISSING","MISSING","DENY","Do not open fuel systems to measure consumption","0.5-draft"
"TD-FUEL-STORAGE","TD-FUELS","ENERGY_FUELS","MATERIAL","Хранение готового законного топлива","Retain only permitted quantities in certified compatible containers away from people; food; water and ignition","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SITE|TD-BASE-MATERIALS|TD-FUEL-DEMAND","","NO_APPROVED_STORAGE","INS-013|INS-017|INS-024|INS-071","Fire-code and environmental review; container compatibility; labels; secondary containment; turnover and emergency access pass","Manufacturer container specification; fire professional inspection","MISSING_STORAGE_PLAN","PORTUGAL_LOCAL_RULES_REQUIRED","Licensed fuel and contaminated-absorbent disposal","Odor; leak; bulging; corrosion; heat; ignition source; flood; living-space storage","Frequent visual check; dated rotation; spare seals only if OEM-approved","Преемник evacuates and uses emergency route; does not improvise transfer","Permits where needed; SDS; photos; inspections; stock log","MISSING","MISSING","DENY","Not a household permission to stockpile","0.5-draft"
"TD-FUEL-SOLID","TD-FUELS","ENERGY_FUELS","MATERIAL","Древесное топливо; пеллеты; брикеты и древесный уголь","Catalog sustainable ready solid fuels; moisture; storage; combustion device and ash route","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-SHELTER-SURVEY|TD-FIRE-CO|TD-BASE-MATERIALS","","NO_APPROVED_APPLIANCE_OR_STOCK","INS-009|INS-013|INS-017|INS-024","Known fuel; dry storage; certified appliance; flue inspection; CO and fire tests; measured consumption","Moisture method; certified detector and professional flue check","MISSING_FUEL_STORE_AND_APPLIANCE_MANUALS","PORTUGAL_FIRE_AIR_AND_FORESTRY_RULES_REQUIRED","Ash cooled and managed only after contamination and soil-use review","Indoor smoke; CO; chimney defect; treated wood; wildfire restrictions; hot ash","Chimney and appliance service; dry stock; seals and detector replacement","Преемник operates only certified appliance and completes shutdown drill","Fuel provenance; moisture; appliance manual; inspections; consumption log","MISSING","MISSING","DENY","Charcoal manufacture is a separate high-CO and fire process; not authorized here","0.5-draft"
"TD-FUEL-CHARCOAL-MAKING","TD-FUELS","ENERGY_FUELS","HAZARD_BOUNDARY","Производство древесного угля и пиролиз","Preserve only industrial or professionally supervised knowledge while preventing CO; fire and wildfire harm","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_HOME_PYROLYSIS","","No-build boundary; recognition of CO; uncontrolled heat and wildfire risk","Competent fire and process authority","NO_BUILD_DRAWINGS","PORTUGAL_FIRE_FORESTRY_AND_EMISSIONS_RULES_REQUIRED","Licensed ash; tar and contaminated-condensate routes","CO; smoke; hot vessel; pressure; wildfire condition; unknown feedstock","Authority review only","Преемник refuses household kiln construction and evacuates on CO or fire signs","Boundary card; official sources; tabletop","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No kiln recipe; temperature schedule or yield optimization","0.5-draft"
"TD-FUEL-VEGOIL","TD-FUELS","ENERGY_FUELS","PROCESS","Механическое получение растительного масла","Catalog crop; food-versus-fuel tradeoff; pressing; filtration; storage and safe non-engine uses","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-FOOD-SITE|TD-HARVEST-STORAGE|TD-WORKSHOP|TD-BASE-MATERIALS","","NO_PRESS_OR_CROP_EVIDENCE","INS-009|INS-011|INS-013|INS-017","Known seed; measured oil yield; contamination controls; food allocation and storage stability reviewed","Scale; reference sample; crop-specific quality method","MISSING_PRESS_PACKAGE","PORTUGAL_FOOD_FEED_WASTE_AND_FUEL_RULES_REQUIRED","Press cake; rancid oil and filters routed by intended use and contamination","Unknown or treated seed; mold; machinery pinch; hot bearing; solvent extraction","Press inspection; food-contact cleaning; spare wear parts","Преемник conducts only an approved low-energy mechanical demonstration","Crop lot; yield log; machine guards; quality and allocation review","MISSING","MISSING","DENY","Solvent extraction and direct engine use are not included","0.5-draft"
"TD-FUEL-LUBRICANTS","TD-FUELS","ENERGY_FUELS","MATERIAL","Смазки; гидравлические и охлаждающие жидкости","Keep exact specifications; compatibility; shelf life; contamination control and substitutes","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-MATERIALS|TD-BASE-INVENTORY|TD-BASE-MAINTENANCE","","NO_ASSET_SPECIFIC_LUBE_REGISTER","INS-009|INS-013|INS-017","Every asset maps to exact grade; quantity; change interval; contamination check and approved substitute","OEM manual; batch label; temperature range","NOT_APPLICABLE","PORTUGAL_CHEMICAL_AND_WASTE_RULES_REQUIRED","Used oils and fluids via licensed collection","Wrong grade; water contamination; unknown mix; leak; hot system; pressure","Per OEM; sealed stock rotation; filters and seals","Преемник selects correct product and rejects unsafe substitution","OEM refs; SDS; lot; service logs; substitute approval","MISSING","MISSING","DENY","Vegetable oil is not automatically a safe machinery lubricant","0.5-draft"
"TD-FUEL-ENGINE-COMPAT","TD-FUELS","ENERGY_FUELS","TEST","Совместимость топлива с двигателем или горелкой","Prevent damage; fire; emissions and unsafe improvisation from alternative fuel","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-FUEL-STORAGE|TD-BASE-MAINTENANCE","","NO_ENGINE_OR_FUEL_TEST","INS-013|INS-017|INS-023|INS-024|INS-045","OEM or qualified conversion approval; materials compatibility; emissions; thermal and shutdown tests pass","Calibrated professional instruments and manufacturer data","MISSING_ASSET_SCHEMATIC","PORTUGAL_VEHICLE_EMISSIONS_FIRE_AND_TAX_RULES_REQUIRED","Fuel; filters; oils and contaminated parts use licensed routes","Wrong fuel; leak; knock; overheating; smoke; CO; warranty or legal noncompliance","Qualified service; filters; seals; injectors; safe standard-fuel fallback","Qualified successor performs only authorized inspection and shutdown","Approval; test report; emissions; service records","MISSING","MISSING","DENY","No direct vegetable-oil; homemade-fuel or improvised burner instructions","0.5-draft"
"TD-FUEL-PETROLEUM-REFINING","TD-FUELS","ENERGY_FUELS","HAZARD_BOUNDARY","Нефть; нефтепереработка и фракции","Preserve conceptual industrial knowledge for gasoline; diesel; kerosene; LPG and feedstocks without household processing","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_HOME_REFINING","","No-build boundary; only product identification; hazards; storage compatibility and industrial system overview","Accredited petroleum engineering and safety sources","NO_PROCESS_CONDITIONS_OR_BUILD_DRAWINGS","PORTUGAL_INDUSTRIAL_ENVIRONMENT_FIRE_AND_TAX_RULES_REQUIRED","Industrial hazardous-waste and emissions controls","Flammable vapor; toxic gas; hot oil; pressure; static; catalyst; confined space; unknown feed","Industrial integrity management only","Преемник explains why domestic distillation or cracking is prohibited","Boundary card; professional source shelf; hazard taxonomy","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","Covers gasoline; diesel and kerosene as outputs; no recipes; cut points or operating parameters","0.5-draft"
"TD-FUEL-GASOLINE","TD-FUEL-PETROLEUM-REFINING","ENERGY_FUELS","HAZARD_BOUNDARY","Бензин","Identify finished product; extreme vapor and ignition risk; storage and engine compatibility","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-FUEL-PETROLEUM-REFINING|TD-FUEL-STORAGE","","NO_PRODUCTION_DATA","","No-build; correct label; certified storage and spill or fire response only","Product SDS and competent fire authority","NO_REFINING_DRAWINGS","PORTUGAL_FUEL_RULES_REQUIRED","Licensed fuel and contaminated-material disposal","Vapor; leak; ignition; wrong container; static; ingestion; water contamination","Stock inspection only","Преемник identifies emergency response and refuses transfer in unsafe conditions","Boundary card; SDS; inventory","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No distillation; blending; octane modification or engine experiments","0.5-draft"
"TD-FUEL-DIESEL","TD-FUEL-PETROLEUM-REFINING","ENERGY_FUELS","HAZARD_BOUNDARY","Дизельное топливо","Identify finished product; contamination; storage and exact-engine compatibility","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-FUEL-PETROLEUM-REFINING|TD-FUEL-STORAGE","","NO_PRODUCTION_DATA","","No-build; label; certified storage; water and microbial contamination routed to qualified service","Product SDS; OEM specification","NO_REFINING_DRAWINGS","PORTUGAL_FUEL_RULES_REQUIRED","Licensed disposal","Leak; contamination; wrong grade; hot surface; unsafe transfer","Stock rotation and qualified fuel-system service","Преемник identifies product and shutdown route","Boundary card; SDS; inventory; OEM refs","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No homemade diesel or refinery procedure","0.5-draft"
"TD-FUEL-KEROSENE","TD-FUEL-PETROLEUM-REFINING","ENERGY_FUELS","HAZARD_BOUNDARY","Керосин и реактивные средние дистилляты","Identify exact finished product and prevent substitution; vapor; indoor combustion and contamination harm","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-FUEL-PETROLEUM-REFINING|TD-FUEL-STORAGE","","NO_PRODUCTION_DATA","","No-build; exact label; certified appliance or engine approval; safe storage only","Product SDS and OEM specification","NO_REFINING_DRAWINGS","PORTUGAL_FUEL_AND_FIRE_RULES_REQUIRED","Licensed disposal","Indoor combustion; CO; leak; wrong product; ingestion; water contamination","Stock inspection; qualified appliance service","Преемник refuses unapproved substitution and follows alarm response","Boundary card; SDS; inventory; OEM refs","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No household distillation or fractionation","0.5-draft"
"TD-FUEL-ETHANOL","TD-FUELS","ENERGY_FUELS","HAZARD_BOUNDARY","Топливный этанол и перегонка","Preserve regulatory and industrial overview without home distillation or fuel blending","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_DISTILLATION_OR_FUEL_BLEND","","No-build; product identification; legal storage and fire response only","Competent excise; fire and process authorities","NO_STILL_OR_PROCESS_DRAWINGS","PORTUGAL_EXCISE_FIRE_AND_ENVIRONMENT_RULES_REQUIRED","Licensed alcohol and contaminated-waste routes","Flammable vapor; fire; toxic contamination; pressure; hot still; illegal production","Industrial controls only","Преемник recognizes no-go and uses legal supplier","Boundary card; professional sources","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No mash; distillation; dehydration or blend recipe","0.5-draft"
"TD-FUEL-BIODIESEL","TD-FUELS","ENERGY_FUELS","HAZARD_BOUNDARY","Биодизель и переэтерификация","Preserve industrial overview while blocking toxic; caustic and flammable home processing","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY|TD-FUEL-ENGINE-COMPAT","","NO_CHEMICAL_PROCESS","","No-build; finished certified product identification and compatibility only","Qualified chemical process; fuel standard and OEM sources","NO_REACTOR_OR_PROCESS_DRAWINGS","PORTUGAL_CHEMICAL_FUEL_ENVIRONMENT_AND_TAX_RULES_REQUIRED","Licensed methanol; catalyst; glycerol and wash-waste routes","Methanol; caustic; vapor; heat; pressure; wrong fuel; contaminated wash water","Industrial process controls only","Преемник refuses home reaction and checks certified product standard","Boundary card; professional sources; OEM compatibility","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No proportions; reaction conditions; washing or quality shortcuts","0.5-draft"
"TD-FUEL-BIOGAS","TD-FUELS","ENERGY_FUELS","HAZARD_BOUNDARY","Биогаз; digesters and gas storage","Preserve agricultural and industrial overview while preventing confined-space; pathogen; pressure and explosion harm","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_DIGESTER_OR_GAS_SYSTEM","","No-build; hazard recognition; site exclusion and qualified system operation only","Qualified process; gas; sanitation and environmental sources","NO_DIGESTER_DRAWINGS","PORTUGAL_GAS_WASTE_AGRICULTURE_AND_BUILDING_RULES_REQUIRED","Digestate and gas-system waste under approved plan","Methane; H2S; CO2; pressure; confined space; pathogens; leak; fire","Professional gas integrity and process monitoring","Преемник evacuates on alarm and never enters vessel","Boundary card; professional sources; emergency drill","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No digester sizing; inoculation; gas purification or burner instructions","0.5-draft"
"TD-FUEL-PRODUCER-GAS","TD-FUELS","ENERGY_FUELS","HAZARD_BOUNDARY","Газификация; producer gas and syngas","Preserve conceptual industrial knowledge while blocking lethal CO and fire hazards","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_GASIFIER","","No-build; recognize CO; tar; hot surfaces and gas leak; evacuate","Qualified combustion and process safety sources","NO_GASIFIER_DRAWINGS","PORTUGAL_FIRE_EMISSIONS_AND_EQUIPMENT_RULES_REQUIRED","Tar; ash and condensate under licensed route","CO; explosion; backfire; hot char; tar; confined space; unknown fuel","Industrial inspection only","Преемник refuses indoor or improvised system and follows CO alarm response","Boundary card; professional sources","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No gasifier construction; dimensions; operating conditions or engine feed","0.5-draft"
"TD-FERTILIZERS","TD-FOOD","FOOD_AGRI","OUTCOME","Плодородие; удобрения и замыкание питательных циклов","Maintain soil function from measured deficits using lowest-risk lawful sources","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-FOOD-SITE|TD-BASE-MATERIALS|TD-FERT-NUTRIENT-BUDGET|TD-FERT-CROP-ROTATION|TD-FERT-COMPOST|TD-FERT-MANURE|TD-FERT-ASH|TD-FERT-LIME-USE|TD-FERT-STORAGE|TD-FERT-INDUSTRIAL-N|TD-FERT-PHOSPHATE-POTASH|TD-FERT-BIOLOGICAL|TD-FERT-CROP-REMOVAL|TD-FERT-LEGUMES|TD-FERT-RESIDUES|TD-FERT-LABELED|TD-FERT-MICRONUTRIENTS|TD-FERT-RUNOFF|TD-FERT-TRACEABILITY","","NO_SOIL_PLAN_OR_INPUTS","INS-009|INS-011|INS-013|INS-017|INS-029|INS-030|INS-033|INS-034|INS-035","Soil and crop-specific nutrient budget; source identity; application record; water-risk and crop response reviewed","Accredited soil analysis; scale; area measurement; crop-specific guidance","MISSING_FIELD_PLAN","PORTUGAL_FERTILIZER_WATER_WASTE_AND_FARM_RULES_REQUIRED","Nutrient; packaging; manure; ash and contaminated-soil routes defined","Unknown material; overapplication; runoff; pathogen; heavy metal; protected water; unsafe mixing","Seasonal soil and crop monitoring; storage inspection","Преемник calculates one approved application from reviewed analysis without changing product","Soil report; product labels; mass; area; crop and water monitoring","MISSING","MISSING","DENY","A fertilizer recipe without soil data is not a capability","0.5-draft"
"TD-FERT-NUTRIENT-BUDGET","TD-FERTILIZERS","FOOD_AGRI","TEST","Баланс N-P-K; pH; органического вещества и микроэлементов","Identify actual deficit; surplus; removal and loss pathways before adding inputs","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-FOOD-SITE|TD-BASE-METROLOGY","PSP-041|PSP-045|SUP-LEA-011|SUP-LEA-012|SUP-LEA-014|SUP-LEA-016","NO_LAB_AND_HARVEST_DATA","INS-001|INS-002|INS-009|INS-029|INS-030|INS-033|INS-034","Representative sampling; lab results; crop removal; water balance and uncertainty yield approved range","Accredited lab; sample controls; verified area and mass","MISSING_SAMPLING_MAP","PORTUGAL_LAB_AND_CROP_REQUIRED","Samples and reagents handled per lab instructions","Unrepresentative sample; unknown contamination; runoff risk; no crop target","Before new field plan and periodically","Преемник repeats calculation and flags unsupported result","Sampling map; lab report; equations; reviewer","MISSING","MISSING","DENY","Do not infer N-P-K needs from plant color alone","0.5-draft"
"TD-FERT-CROP-ROTATION","TD-FERTILIZERS","FOOD_AGRI","PROCESS","Севооборот; покровные культуры и сидераты","Reduce erosion; improve structure and biologically support nutrient management","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-CROP-PLAN|TD-FERT-NUTRIENT-BUDGET","","NO_SITE_ROTATION_TRIAL","INS-001|INS-002|INS-009|INS-011|INS-035","Species identity; legal status; area; biomass; water use; crop response and pest effects logged","Known seed lot; measured plots and scale","MISSING_ROTATION_MAP","PORTUGAL_SPECIES_CLIMATE_AND_WATER_REQUIRED","Diseased or regulated biomass managed safely","Invasive species; toxic forage; disease bridge; water deficit; unknown seed","Each season and multi-year review","Преемник runs one approved plot and records tradeoffs","Plan; seed provenance; plot logs; soil and yield response","MISSING","MISSING","DENY","Nitrogen fixation is not equal to immediate fertilizer dose","0.5-draft"
"TD-FERT-COMPOST","TD-FERTILIZERS","FOOD_AGRI","PROCESS","Компост из известных низкорисковых растительных и пищевых материалов","Convert known organics to a stable soil amendment without contaminating food or water","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SITE|TD-BASE-MATERIALS|TD-FERT-NUTRIENT-BUDGET","","NO_SITE_OR_FEEDSTOCK_PROTOCOL","INS-009|INS-011|INS-013|INS-017","Only approved inputs; site drainage; temperature or maturation method; odor; vectors; final-use limits and records pass","Checked thermometer; known feedstock list; crop and pathogen guidance","MISSING_COMPOST_SITE_PLAN","PORTUGAL_BIOWASTE_WATER_AND_NEIGHBOR_RULES_REQUIRED","Rejected contaminated input and leachate managed legally","Unknown material; meat or manure outside method; pests; leachate; fire heat; mold exposure; flooding","Routine turning only if safe; moisture; cover; site inspection","Преемник classifies inputs and rejects prohibited material","Input log; temperature or time record; site inspection; use record","MISSING","MISSING","DENY","No universal pile recipe; exact method must be sourced and localized","0.5-draft"
"TD-FERT-MANURE","TD-FERTILIZERS","FOOD_AGRI","PROCESS","Навоз; подстилка и животные питательные потоки","Manage known animal waste without pathogen; antibiotic; nutrient or water contamination","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SITE|TD-FERT-NUTRIENT-BUDGET|TD-BASE-SAFETY","","NO_ANIMALS_OR_MANURE_PLAN","INS-009|INS-011|INS-013|INS-017","Animal source; medications; storage; pathogen controls; nutrient analysis; setback and crop-use rules approved","Lab analysis and veterinary or agronomic review","MISSING_MANURE_PLAN","PORTUGAL_ANIMAL_WASTE_WATER_AND_FOOD_RULES_REQUIRED","Approved manure; bedding and dead-animal routes","Unknown disease; runoff; aerosol; contaminated feed; medicine residues; flood","Daily containment and seasonal capacity review","Преемник recognizes no-go conditions and maintains logs","Animal records; volumes; lab; storage and field application","MISSING","MISSING","DENY","Not interchangeable with household plant compost","0.5-draft"
"TD-FERT-HUMAN-WASTE","TD-FERTILIZERS","FOOD_AGRI","HAZARD_BOUNDARY","Человеческие экскременты; urine diversion and biosolids","Prevent pathogen; pharmaceutical and water contamination from improvised fertilizer use","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY|TD-SANITATION","","NO_HOUSEHOLD_FERTILIZER_USE","","No-build and no crop-use boundary unless a lawful professionally designed sanitation system exists","Public-health; sanitation and environmental authority","NO_PROCESS_OR_SYSTEM_DRAWINGS","PORTUGAL_SANITATION_WATER_FOOD_AND_WASTE_RULES_REQUIRED","Approved sanitation route only","Pathogens; medication residues; helminths; runoff; aerosol; unknown treatment","Professional system only","Преемник routes waste to sanitation and refuses garden improvisation","Boundary card; official sanitation sources","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No treatment recipe or application instructions","0.5-draft"
"TD-FERT-ASH","TD-FERTILIZERS","FOOD_AGRI","PROCESS","Зола как потенциальная почвенная добавка","Determine whether clean source and measured soil need justify any use","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-FUEL-SOLID|TD-FERT-NUTRIENT-BUDGET|TD-BASE-MATERIALS","","NO_ASH_OR_SOIL_EVIDENCE","INS-009|INS-029|INS-033","Only known untreated biomass ash; contaminant and pH risk reviewed; measured bounded application and crop response documented","Lab or qualified soil guidance; checked scale and area","NOT_APPLICABLE","PORTUGAL_WASTE_SOIL_AND_WATER_RULES_REQUIRED","Unknown or contaminated ash disposed legally","Hot ash; treated wood; coal; trash; heavy metals; alkaline burn; runoff","Dry sealed labeled storage; periodic soil review","Преемник rejects unknown ash and documents decision","Fuel provenance; ash analysis where needed; soil report; use log","MISSING","MISSING","DENY","Ash can harm soil and water; not a default fertilizer","0.5-draft"
"TD-FERT-LIME-USE","TD-FERTILIZERS","FOOD_AGRI","PROCESS","Применение готового известкового материала по анализу почвы","Correct acidity only when laboratory and crop plan justify it","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-FERT-NUTRIENT-BUDGET|TD-BASE-MATERIALS","","NO_PRODUCT_OR_RECOMMENDATION","INS-001|INS-002|INS-009|INS-029","Exact labeled product; neutralizing value; soil recommendation; area and mass verified; follow-up pH scheduled","Accredited soil report; checked scale and area","NOT_APPLICABLE","PORTUGAL_FERTILIZER_AND_DUST_RULES_REQUIRED","Packaging and spills managed by label","Caustic dust; wrong product; no analysis; overapplication; wind; water proximity","Dry storage; PPE by label; follow-up soil test","Преемник calculates only from written recommendation and rejects missing data","Label; SDS; lab report; calculation; application and follow-up","MISSING","MISSING","DENY","This is product use; not lime manufacture","0.5-draft"
"TD-FERT-LIME-MAKING","TD-FERTILIZERS","FOOD_AGRI","HAZARD_BOUNDARY","Производство негашёной и гашёной извести","Preserve industrial materials knowledge while blocking extreme heat and caustic reaction at household level","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_KILN_OR_REACTIVE_PROCESS","","No-build; recognize caustic and uncontrolled heat hazards; use certified products only","Qualified materials; kiln and chemical safety sources","NO_KILN_OR_PROCESS_DRAWINGS","PORTUGAL_INDUSTRIAL_FIRE_EMISSIONS_AND_CHEMICAL_RULES_REQUIRED","Industrial dust and caustic-waste controls","Kiln fire; CO; hot solids; caustic dust; violent hydration; structural kiln failure","Industrial integrity only","Преемник refuses home kiln or slaking experiment","Boundary card; professional source shelf","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No temperatures; ratios; kiln design or process steps","0.5-draft"
"TD-FERT-STORAGE","TD-FERTILIZERS","FOOD_AGRI","MATERIAL","Хранение готовых удобрений и почвенных добавок","Prevent moisture; contamination; incompatible mixing; diversion and water pollution","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SITE|TD-BASE-MATERIALS|TD-FERT-NUTRIENT-BUDGET","","NO_PRODUCTS_OR_APPROVED_STORE","INS-009|INS-013|INS-017|INS-071|INS-072","Inventory; legal quantity; segregation; secondary containment; labels; access and fire review pass","Product label; SDS and qualified storage review","MISSING_STORAGE_PLAN","PORTUGAL_FERTILIZER_CHEMICAL_FIRE_AND_SECURITY_RULES_REQUIRED","Spills and expired products via legal route","Unknown product; damaged bag; moisture; heat; incompatible material; drain or well proximity","Frequent inspection; stock rotation; spill response","Преемник identifies segregation and emergency route without mixing","Inventory; labels; SDS; photos; inspections","MISSING","MISSING","DENY","Oxidizing nitrate products also inherit hazardous-chemical boundaries","0.5-draft"
"TD-FERT-INDUSTRIAL-N","TD-FERTILIZERS","FOOD_AGRI","HAZARD_BOUNDARY","Промышленное получение аммиака и азотных удобрений","Preserve conceptual nitrogen-cycle and industrial-process knowledge without household synthesis","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_REACTOR_OR_SYNTHESIS","","No-build; product identification; lawful use and industrial overview only","Qualified chemical engineering; fertilizer safety and environmental sources","NO_PROCESS_CONDITIONS_OR_PLANT_DRAWINGS","PORTUGAL_INDUSTRIAL_CHEMICAL_ENVIRONMENT_AND_SECURITY_RULES_REQUIRED","Industrial emissions and hazardous-waste controls","High pressure; toxic ammonia; hydrogen; catalyst; heat; oxidizers; explosion","Industrial process safety only","Преемник explains no-go and uses soil-first lawful alternatives","Boundary card; professional source shelf","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","Includes Haber-Bosch and nitrate production only as reference; no operating data","0.5-draft"
