"package_id","domain_group_codes","title","publisher","content_scope","canonical_url","acquisition_url","rights_url","license_or_terms","language","jurisdiction","format","offline_method","tier","safety_class","update_class","criticality","breadth","actionability","reproducibility","offline_fit","rights_clarity","language_fit","maintainability","safety_penalty","volatility_penalty","storage_penalty","release_state","acquisition_state","rights_state","content_review_state","offline_open_state","sha256","local_path","retrieved_at","review_due","priority_score","notes"
"PSP-080","CIVIL|MECH|COMP","FreeCAD documentation and source","FreeCAD Project","Практический источник для групп CIVIL|MECH|COMP","https://www.freecad.org/manual/","https://www.freecad.org/manual/","https://www.freecad.org/license/","LGPL/GPL components; documentation license review","multi","International/reference","HTML/PDF/software/source","archive stable release, manual and source","L2","S1_LOW_RISK_HOUSEHOLD","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","CAD learning and drawings; designs still require engineering review."
"PSP-081","ELEC|COMP","KiCad documentation and source","KiCad Project","Практический источник для групп ELEC|COMP","https://docs.kicad.org/","https://docs.kicad.org/","https://www.kicad.org/about/licenses/","GPL software and library/document licenses","multi","International/reference","HTML/PDF/software/source","archive stable release, libraries, docs and source","L2","S1_LOW_RISK_HOUSEHOLD","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Electronics design and documentation; hardware safety separate."
"PSP-082","COMP|EDU","LibreOffice offline help and installers","The Document Foundation","Практический источник для групп COMP|EDU","https://www.libreoffice.org/download/download-libreoffice/","https://www.libreoffice.org/download/download-libreoffice/","https://www.libreoffice.org/about-us/licenses","MPL/LGPL and documentation licenses","multi","International/reference","software/help/source","archive stable installer, offline help and source links","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Reading/editing durable office formats."
"PSP-083","COMP|ARCH","Inkscape manuals, installers and source","Inkscape Project","Практический источник для групп COMP|ARCH","https://inkscape.org/learn/","https://inkscape.org/learn/","https://inkscape.org/about/license/","GPL software; tutorial rights per item","multi","International/reference","HTML/software/source","archive stable release and selected tutorials","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Vector diagrams and technical communication."
"PSP-084","COMP|ARCH","GIMP documentation, installers and source","GIMP Project","Практический источник для групп COMP|ARCH","https://docs.gimp.org/","https://docs.gimp.org/","https://www.gimp.org/docs/userfaq.html#license","GPL software; documentation license review","multi","International/reference","HTML/software/source","archive stable release/manual/source","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Image correction and archival derivatives."
"PSP-085","COMP|ARCH","Software Heritage archive and APIs","Software Heritage","Практический источник для групп COMP|ARCH","https://www.softwareheritage.org/","https://www.softwareheritage.org/","https://www.softwareheritage.org/legal/","archive/legal terms and original source licenses","en","International/reference","metadata/API/archive references","store identifiers and retrieve lawfully licensed critical source","L3","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","External redundancy; not a replacement for local buildable source."
"PSP-086","PORT|EARTH|COMP","SNIG national geospatial registry","Direção-Geral do Território","Практический источник для групп PORT|EARTH|COMP","https://snig.dgterritorio.gov.pt/","https://snig.dgterritorio.gov.pt/","https://snig.dgterritorio.gov.pt/termos-e-condicoes","dataset/provider-specific rights","pt","Portugal/EU","metadata/GIS services","download dataset metadata and permitted layers per provider","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal authoritative geodata discovery."
"PSP-087","PORT|EARTH","CAOP official administrative map","Direção-Geral do Território","Практический источник для групп PORT|EARTH","https://www.dgterritorio.gov.pt/atividades/cartografia/cartografia-tematica/caop","https://www.dgterritorio.gov.pt/atividades/cartografia/cartografia-tematica/caop","https://www.dgterritorio.gov.pt/termos-e-condicoes","DGT/data terms; capture exact edition","pt","Portugal/EU","GIS/PDF","official edition download with metadata/license","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Administrative boundaries, not hazard or route status."
"PSP-088","PORT|EARTH","LNEG GeoPortal and geological data","Laboratório Nacional de Energia e Geologia","Практический источник для групп PORT|EARTH","https://geoportal.lneg.pt/","https://geoportal.lneg.pt/","https://www.lneg.pt/termos-e-condicoes/","dataset-specific terms","pt","Portugal/EU","GIS/PDF/metadata","per-dataset download/metadata capture","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal geology/hydrogeology reference."
"PSP-089","PORT|EARTH|AGRI","APA water, flood and environment data","Agência Portuguesa do Ambiente","Практический источник для групп PORT|EARTH|AGRI","https://apambiente.pt/","https://apambiente.pt/","https://apambiente.pt/apa/termos-e-condicoes","rights and reuse per item/dataset","pt","Portugal/EU","GIS/PDF/HTML","per-item/per-dataset acquisition with cycle and coverage","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal environmental authority; dynamic operational status must be refreshed."
"PSP-090","PORT|EARTH","IPMA technical data and publications","Instituto Português do Mar e da Atmosfera","Практический источник для групп PORT|EARTH","https://www.ipma.pt/pt/publicacoes/","https://www.ipma.pt/pt/publicacoes/","https://www.ipma.pt/pt/siteinfo/index.html","IPMA terms and dataset-specific rights","pt","Portugal/EU","PDF/data/HTML","per-item download; preserve station/period/version","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal weather, climate, seismology and ocean reference."
"PSP-091","PORT|AGRI|HEALTH","DGAV plant health and food-practice pages","Direção-Geral de Alimentação e Veterinária","Практический источник для групп PORT|AGRI|HEALTH","https://www.dgav.pt/","https://www.dgav.pt/","https://www.dgav.pt/termos-e-condicoes/","site/item rights not assumed open","pt","Portugal/EU","HTML/PDF","metadata/link only until local reproduction right is evidenced","L1","S2_TRAINED_SUPERVISED","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","2","2","1","CANDIDATE","NOT_DOWNLOADED","LOCAL_REPRODUCTION_RIGHTS_UNVERIFIED","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal plant, food and animal authority; dynamic and topic-specific."
"PSP-092","PORT|CIVIL","LNEC publications and repository","Laboratório Nacional de Engenharia Civil","Практический источник для групп PORT|CIVIL","https://repositorio.lnec.pt/","https://repositorio.lnec.pt/","https://www.lnec.pt/pt/termos-de-utilizacao/","repository and per-item rights","pt|en","Portugal/EU","PDF/metadata","per-item download only after repository/item rights review","L2","S3_LICENSED_PROFESSIONAL","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","4","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal applied civil science; professional scope."
"PSP-093","PORT|ELEC","DGEG energy and geology technical resources","Direção-Geral de Energia e Geologia","Практический источник для групп PORT|ELEC","https://www.dgeg.gov.pt/","https://www.dgeg.gov.pt/","https://www.dgeg.gov.pt/pt/termos-e-condicoes/","site/item rights review","pt","Portugal/EU","HTML/PDF/data","per-item official download after rights/edition review","L2","S3_LICENSED_PROFESSIONAL","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","4","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal energy authority; current rules control."
"PSP-094","PORT|HEALTH","DGS norms and guidance metadata","Direção-Geral da Saúde","Практический источник для групп PORT|HEALTH","https://www.dgs.pt/normas-orientacoes-e-informacoes.aspx","https://www.dgs.pt/normas-orientacoes-e-informacoes.aspx","https://www.dgs.pt/termos-e-condicoes.aspx","all rights reserved/rights unverified","pt","Portugal/EU","metadata/link","store URL/title/date only until reproduction right is documented","L0","S2_TRAINED_SUPERVISED","EVENT_OR_MONTHLY","5","4","5","3","1","0","5","2","2","5","0","CANDIDATE","NOT_DOWNLOADED","DO_NOT_INGEST_UNTIL_RIGHTS_CLEARED","NOT_REVIEWED","NOT_TESTED","","","","","","Current Portugal health authority; do not treat snapshot as current forever."
"PSP-095","PORT|HEALTH","INFARMED Infomed medicine-information metadata","INFARMED","Практический источник для групп PORT|HEALTH","https://extranet.infarmed.pt/INFOMED-fo/","https://extranet.infarmed.pt/INFOMED-fo/","https://extranet.infarmed.pt/INFOMED-fo/guia-condicoes-utilizacao.xhtml","terms restrict reproduction/distribution","pt","Portugal/EU","metadata/link","store product identifiers/live links only without written permission","L0","S2_TRAINED_SUPERVISED","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","2","2","1","CANDIDATE","NOT_DOWNLOADED","DO_NOT_INGEST_UNTIL_RIGHTS_CLEARED","NOT_REVIEWED","NOT_TESTED","","","","","","Exact current product information; medicine decisions remain with clinician/pharmacist."
"PSP-096","PORT|OPS","EUR-Lex official EU law","Publications Office of the European Union","Практический источник для групп PORT|OPS","https://eur-lex.europa.eu/","https://eur-lex.europa.eu/","https://eur-lex.europa.eu/content/legal-notice/legal-notice.html","EU reuse notice with exceptions","multi","Portugal/EU","HTML/PDF/XML","download permitted legal texts/metadata with CELEX and consolidation date","L2","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","5","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Law snapshot needs valid_at and current-status recheck. [CANONICAL_URL_SAFETY_FLOOR=S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD]"
"PSP-097","PORT|OPS","Diário da República official law metadata","Imprensa Nacional-Casa da Moeda","Практический источник для групп PORT|OPS","https://diariodarepublica.pt/","https://diariodarepublica.pt/","https://diariodarepublica.pt/dr/termos-e-condicoes","site/database rights not assumed open","pt","Portugal/EU","metadata/link","link/metadata only until reproduction rights and API terms are cleared","L0","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","DO_NOT_INGEST_UNTIL_RIGHTS_CLEARED","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal primary law; current official text controls."
"PSP-098","PORT|OPS|COMP","dados.gov.pt open-data catalog","Agência para a Modernização Administrativa","Практический источник для групп PORT|OPS|COMP","https://dados.gov.pt/","https://dados.gov.pt/","https://dados.gov.pt/pt/terms/","license per dataset/catalog terms","pt","Portugal/EU","metadata/data links","per-dataset export after license/maintainer review","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portugal open-data discovery; dataset authority and freshness vary."
"PSP-099","PORT|EDU","Portuguese school curriculum reference","Direção-Geral da Educação","Практический источник для групп PORT|EDU","https://www.dge.mec.pt/","https://www.dge.mec.pt/","https://www.dge.mec.pt/termos-e-condicoes","site/item rights review","pt","Portugal/EU","HTML/PDF","per-document acquisition after rights review","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Curriculum alignment and Portuguese terminology."
"PSP-100","PORT|EDU","Camões Institute Portuguese language resources","Camões, I.P.","Практический источник для групп PORT|EDU","https://www.instituto-camoes.pt/","https://www.instituto-camoes.pt/","https://www.instituto-camoes.pt/sobre/termos-e-condicoes","item/site rights","pt","Portugal/EU","HTML/PDF/media","per-item acquisition after rights review","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Portuguese language and culture; select downloadable open items."
"PSP-101","EARTH|HEALTH|AGRI","US EPA drinking-water and environmental guidance","US Environmental Protection Agency","Практический источник для групп EARTH|HEALTH|AGRI","https://www.epa.gov/ground-water-and-drinking-water","https://www.epa.gov/ground-water-and-drinking-water","https://www.epa.gov/web-policies-and-procedures","US government works with exceptions","en","International/reference","HTML/PDF/data","per-item official download with US-reference label","L2","S2_TRAINED_SUPERVISED","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","2","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Contaminants and treatment limits; Portugal/EU standards and authorities control."
"PSP-102","HEALTH|CIVIL","WHO Guidelines for Drinking-water Quality","World Health Organization","Практический источник для групп HEALTH|CIVIL","https://www.who.int/publications/i/item/9789240121225","https://www.who.int/publications/i/item/9789240121225","https://www.who.int/about/policies/publishing/copyright","WHO item license/third-party review","en","International/reference","PDF","download exact edition after license notice review","L2","S3_LICENSED_PROFESSIONAL","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","4","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Professional reference; does not validate a household source by itself."
"PSP-103","CIVIL|AGRI|HEALTH","Sphere Handbook WASH and humanitarian standards","Sphere Association","Практический источник для групп CIVIL|AGRI|HEALTH","https://spherestandards.org/handbook/","https://spherestandards.org/handbook/","https://spherestandards.org/resources/terms-of-use/","Sphere item/translation terms","multi","International/reference","PDF/HTML/app","download official language edition after rights review","L2","S2_TRAINED_SUPERVISED","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","2","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Humanitarian reference; not a universal household design code."
"PSP-104","METH|OPS","JRC Science for Policy Handbook resources","European Commission Joint Research Centre","Практический источник для групп METH|OPS","https://knowledge4policy.ec.europa.eu/evidence-informed-policy-making/science-policy-handbook_en","https://knowledge4policy.ec.europa.eu/evidence-informed-policy-making/science-policy-handbook_en","https://commission.europa.eu/legal-notice_en","European Commission reuse policy and exceptions","en","International/reference","HTML/PDF","per-item official download","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Evidence assessment and policy translation."
"PSP-105","MATH|METH","GNU R manuals and source","R Foundation","Практический источник для групп MATH|METH","https://cran.r-project.org/manuals.html","https://cran.r-project.org/manuals.html","https://www.r-project.org/Licenses/","GPL/software and manual licenses; package-specific rights","en","International/reference","PDF/HTML/source/software","archive source, binaries, packages and manuals with snapshots","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Statistical computing; package lock and source preservation required."
"PSP-106","MATH|COMP","Julia documentation and source","Julia Project","Практический источник для групп MATH|COMP","https://docs.julialang.org/","https://docs.julialang.org/","https://julialang.org/community/standards/","MIT software; docs/content licenses review","en","International/reference","HTML/PDF/source/software","archive exact release/docs/depot subset","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Numerical/scientific computing alternative."
"PSP-107","COMP|ELEC","Arduino language/reference and open hardware files","Arduino","Практический источник для групп COMP|ELEC","https://docs.arduino.cc/","https://docs.arduino.cc/","https://www.arduino.cc/en/trademark/","software/hardware/docs licenses vary","en","International/reference","HTML/PDF/source/design files","per-board/per-library acquisition with exact licenses","L2","S1_LOW_RISK_HOUSEHOLD","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Low-voltage learning; clones/trademarks and board licenses separate."
"PSP-108","ELEC|COMP","Raspberry Pi documentation","Raspberry Pi Ltd/Foundation","Практический источник для групп ELEC|COMP","https://www.raspberrypi.com/documentation/","https://www.raspberrypi.com/documentation/","https://www.raspberrypi.com/terms-conditions/","site/document/software licenses vary","en","International/reference","HTML/PDF/source links","archive permitted docs for exact hardware revisions","L2","S1_LOW_RISK_HOUSEHOLD","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Offline computing and sensor learning; power/electrical safety separate."
"PSP-109","MECH|CIVIL|COMP","OpenSCAD documentation and source","OpenSCAD Project","Практический источник для групп MECH|CIVIL|COMP","https://openscad.org/documentation.html","https://openscad.org/documentation.html","https://github.com/openscad/openscad/blob/master/COPYING","GPL software; manual/content rights review","en","International/reference","HTML/PDF/software/source","archive stable release/manual/source","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Parametric solid models and printable fixtures."
"PSP-110","COMP|ARCH","Internet Archive item-level collections","Internet Archive","Практический источник для групп COMP|ARCH","https://archive.org/","https://archive.org/","https://archive.org/about/terms.php","rights per item; platform terms","multi","International/reference","mixed","only items with verified rights and stable identifiers","L4","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Discovery/redundancy source, not a blanket-licensed corpus."
"PSP-111","ARCH|COMP","Library of Congress Recommended Formats Statement","Library of Congress","Практический источник для групп ARCH|COMP","https://www.loc.gov/preservation/resources/rfs/","https://www.loc.gov/preservation/resources/rfs/","https://www.loc.gov/legal/","US government/third-party terms; item review","en","International/reference","HTML/PDF","download current annual statement","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Preferred preservation formats; revise annually."
"PSP-112","ARCH","NDSA Levels of Digital Preservation","National Digital Stewardship Alliance","Практический источник для групп ARCH","https://ndsa.org/publications/levels-of-digital-preservation/","https://ndsa.org/publications/levels-of-digital-preservation/","https://ndsa.org/about/","published license/item notice review","en","International/reference","PDF/HTML","download current matrix and implementation resources","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Practical preservation maturity model."
"PSP-113","ARCH|COMP","OpenZIM specification and tools","OpenZIM","Практический источник для групп ARCH|COMP","https://openzim.org/","https://openzim.org/","https://github.com/openzim/zim-spec/blob/master/LICENSE","open-source licenses per repository","en","International/reference","HTML/source/spec","archive spec, libzim/zim-tools source and build dependencies","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Long-term access to ZIM packages."
"PSP-114","ARCH|COMP","PDF Association archival PDF resources","PDF Association","Практический источник для групп ARCH|COMP","https://pdfa.org/resource/iso-standards/","https://pdfa.org/resource/iso-standards/","https://pdfa.org/terms-of-use/","item rights; ISO texts copyrighted","en","International/reference","HTML/PDF/metadata","archive openly downloadable resources; standards by lawful access","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","PDF/A concepts; do not copy paid ISO standards without permission."
"PSP-115","ARCH|COMP","Library of Congress digital preservation formats","Library of Congress","Практический источник для групп ARCH|COMP","https://www.loc.gov/preservation/digital/formats/","https://www.loc.gov/preservation/digital/formats/","https://www.loc.gov/legal/","US government/third-party terms; item review","en","International/reference","HTML/XML","archive format descriptions and references","L2","S0_OBSERVE_READ","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","Format sustainability factors and signatures."
"PSP-116","MECH|CIVIL|ELEC","manufacturer manuals for owned exact assets","Actual manufacturers","Практический источник для групп MECH|CIVIL|ELEC","TBD_PER_ASSET","TBD_PER_ASSET","TBD_PER_ASSET","per-manufacturer terms; personal copy rights review","local language|en","International/reference","PDF/firmware/parts list","download from official support page per exact model/serial","L0","S2_TRAINED_SUPERVISED","ANNUAL_OR_EDITION","5","3","5","5","5","2","4","3","2","3","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ASSET_INVENTORY","NOT_REVIEWED","NOT_TESTED","","","","","","Highest actionability but cannot be populated without actual inventory."
"PSP-117","HEALTH","personal care plans and medicine reconciliation","Licensed clinicians/pharmacists","Практический источник для групп HEALTH","TBD_PER_PERSON","TBD_PER_PERSON","TBD_PER_PERSON","personal confidential record; consent/access controls","local language","International/reference","PDF/print","obtain lawful person-specific plan and store encrypted/printed restricted copy","L0","S2_TRAINED_SUPERVISED","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","2","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_PERSONALIZATION","NOT_REVIEWED","NOT_TESTED","","","","","","Not a shared treatment manual; never infer doses or substitutes."
"PSP-118","PORT|CIVIL|ELEC|MECH","Portugal laws, permits and competent-person registers per asset","Portugal competent authorities","Практический источник для групп PORT|CIVIL|ELEC|MECH","TBD_PER_ASSET_AND_MUNICIPALITY","TBD_PER_ASSET_AND_MUNICIPALITY","TBD_PER_AUTHORITY","jurisdiction/item terms","pt","Portugal/EU","metadata/PDF","store exact citations and permitted copies; refresh before work","L0","S3_LICENSED_PROFESSIONAL","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","4","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_LOCALIZATION","NOT_REVIEWED","NOT_TESTED","","","","","","Needed before mains, gas, structure, pressure, fire-system or licensed work."
"PSP-119","METH|EDU|OPS","local skills assessment and teach-back corpus","Kit owner/stewardship group","Практический источник для групп METH|EDU|OPS","local://practical-science","local://practical-science","local://practical-science","locally authored; contributor consent and privacy rules","ru|uk|pt|en","International/reference","CSV/Markdown/video where consented","create locally; hash, restrict personal media and review annually","L0","S1_LOW_RISK_HOUSEHOLD","ANNUAL_OR_EDITION","4","4","3","4","4","3","2","4","1","2","1","CANDIDATE","NOT_CREATED","LOCAL_AUTHORING_REQUIRED","NOT_REVIEWED","NOT_TESTED","","","","","","Evidence of capability, not merely course completion."
"PSP-120","METH|ARCH|OPS","practical science release manifest and restore evidence","Kit owner/stewardship group","Практический источник для групп METH|ARCH|OPS","local://autonomous-life-kit","local://autonomous-life-kit","local://autonomous-life-kit","locally authored metadata","ru","International/reference","CSV/JSON/TXT","generate deterministic release, hashes, seed lock and restore log","L0","S0_OBSERVE_READ","ANNUAL_OR_EDITION","5","5","5","5","5","5","5","5","0","1","0","CANDIDATE","NOT_CREATED","LOCAL_AUTHORING_REQUIRED","NOT_REVIEWED","NOT_TESTED","","","","","","This release supplies the framework only; external payload remains absent."
"SUP-PHY-001","MATH|METH","SI Brochure 9th edition version 3.02","Bureau International des Poids et Mesures","Практический источник для групп MATH|METH","https://www.bipm.org/documents/20126/41483022/SI-Brochure-9.pdf","https://www.bipm.org/documents/20126/41483022/SI-Brochure-9.pdf","https://www.bipm.org/documents/20126/41483022/SI-Brochure-9.pdf","CC BY 4.0 is printed in the publication; preserve attribution URL and change notice; canonical base for SI definitions","EN;FR","International/reference","PDF","Download the official versioned PDF; keep license page and SHA-256","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","5","4","4","4","4","3","2","3","0","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","[SUPPLEMENTAL_RESEARCH] CC BY 4.0 is printed in the publication; preserve attribution URL and change notice; canonical base for SI definitions"
"SUP-PHY-002","METH","NIST Special Publication 330: The International System of Units","National Institute of Standards and Technology","Практический источник для групп METH","https://www.nist.gov/pml/special-publication-330","https://www.nist.gov/pml/special-publication-330","https://www.nist.gov/open/copyright-fair-use-and-licensing-statements-srd-data-software-and-technical-series-publications","NIST employee-authored technical series is public domain in the US with a worldwide royalty-free reprint right; exclude identified third-party material; use current version history","EN","International/reference","PDF;HTML","Download the official 2019 PDF and snapshot the version-history HTML","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","5","4","4","4","4","3","2","3","0","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","[SUPPLEMENTAL_RESEARCH] NIST employee-authored technical series is public domain in the US with a worldwide royalty-free reprint right; exclude identified third-party material; use current version history"
"SUP-PHY-003","METH","NIST Special Publication 811: Guide for the Use of SI","National Institute of Standards and Technology","Практический источник для групп METH","https://www.nist.gov/pml/special-publication-811","https://www.nist.gov/pml/special-publication-811","https://www.nist.gov/open/copyright-fair-use-and-licensing-statements-srd-data-software-and-technical-series-publications","Useful for notation and conversion but the official page warns that the 2008 edition was not updated for the 2019 SI; BIPM SI Brochure and SP 330 override conflicts","EN","International/reference","PDF;HTML","Download official PDF and HTML snapshot","L1","S0_OBSERVE_READ","ANNUAL_OR_EDITION","5","4","4","4","4","3","2","3","0","2","1","CANDIDATE","NOT_DOWNLOADED","REQUIRES_ITEM_REVIEW","NOT_REVIEWED","NOT_TESTED","","","","","","[SUPPLEMENTAL_RESEARCH] Useful for notation and conversion but the official page warns that the 2008 edition was not updated for the 2019 SI; BIPM SI Brochure and SP 330 override conflicts"
