"edge_id","from_node_id","to_node_id","edge_role","alternative_group","minimum_required_count","service_level","applicable_if","rationale","review_state","release_gate","release_version"
"EDGE-TD-KNOWLEDGE-CORPUS-002","TD-KNOWLEDGE-CORPUS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-READERS-001","TD-KNOWLEDGE-READERS","TD-KNOWLEDGE-CORPUS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-READERS-002","TD-KNOWLEDGE-READERS","TD-BASE-INVENTORY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-INDEX-001","TD-KNOWLEDGE-INDEX","TD-KNOWLEDGE-CORPUS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-INDEX-002","TD-KNOWLEDGE-INDEX","TD-KNOWLEDGE-READERS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-RESTORE-001","TD-KNOWLEDGE-RESTORE","TD-KNOWLEDGE-CORPUS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-RESTORE-002","TD-KNOWLEDGE-RESTORE","TD-KNOWLEDGE-READERS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-RESTORE-003","TD-KNOWLEDGE-RESTORE","TD-KNOWLEDGE-INDEX","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-TOOLCHAINS-001","TD-KNOWLEDGE-TOOLCHAINS","TD-KNOWLEDGE-READERS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-KNOWLEDGE-TOOLCHAINS-002","TD-KNOWLEDGE-TOOLCHAINS","TD-BASE-TRAINING","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-001","TD-GOV","TD-BASE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-002","TD-GOV","TD-GOV-ROLES","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-003","TD-GOV","TD-GOV-LEDGER","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-004","TD-GOV","TD-GOV-SAFEGUARD","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-005","TD-GOV","TD-GOV-SUCCESSION","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-006","TD-GOV","TD-GOV-CONFLICT","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-007","TD-GOV","TD-GOV-LIMITS","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-008","TD-GOV","TD-GOV-AUDIT","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-009","TD-GOV","TD-GOV-GRIEVANCE","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-010","TD-GOV","TD-GOV-VULNERABLE","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-011","TD-GOV","TD-GOV-LAW","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-012","TD-GOV","TD-GOV-BIRTH-DEATH","CONDITIONAL","","","SL6","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-013","TD-GOV","TD-GOV-TRADE","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-014","TD-GOV","TD-GOV-COMMUNITY","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-015","TD-GOV","TD-GOV-PROCUREMENT","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-016","TD-GOV","TD-GOV-STOCK","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-017","TD-GOV","TD-GOV-WAREHOUSE","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-018","TD-GOV","TD-GOV-DISTRIBUTION","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-019","TD-GOV","TD-GOV-LABOR","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-020","TD-GOV","TD-GOV-RECOVERY","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-021","TD-GOV","TD-GOV-RELOCATION","REQUIRED","","","SL6","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-ROLES-001","TD-GOV-ROLES","TD-BASE-TRAINING","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-LEDGER-001","TD-GOV-LEDGER","TD-BASE-INVENTORY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-LEDGER-002","TD-GOV-LEDGER","TD-GOV-ROLES","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-SAFEGUARD-001","TD-GOV-SAFEGUARD","TD-GOV-ROLES","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-SUCCESSION-001","TD-GOV-SUCCESSION","TD-GOV-ROLES","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-SUCCESSION-002","TD-GOV-SUCCESSION","TD-BASE-ARCHIVE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-SUCCESSION-003","TD-GOV-SUCCESSION","TD-BASE-TRAINING","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-CONFLICT-001","TD-GOV-CONFLICT","TD-GOV-SAFEGUARD","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-GOV-CONFLICT-002","TD-GOV-CONFLICT","TD-GOV-ROLES","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZARDS-001","TD-HAZARDS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-OXIDIZERS-001","TD-HAZ-OXIDIZERS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-ENERGETICS-001","TD-HAZ-ENERGETICS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-REACTIVE-CHEM-001","TD-HAZ-REACTIVE-CHEM","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-MED-SYNTH-001","TD-HAZ-MED-SYNTH","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-MED-SYNTH-002","TD-HAZ-MED-SYNTH","TD-HEALTH-MEDS","CONDITIONAL","","","SL1","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-MAINS-001","TD-HAZ-MAINS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-PRESSURE-GAS-001","TD-HAZ-PRESSURE-GAS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-STRUCTURE-001","TD-HAZ-STRUCTURE","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-HAZ-STRUCTURE-002","TD-HAZ-STRUCTURE","TD-SHELTER-SURVEY","CONDITIONAL","","","SL2","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-001","TD-FUELS","TD-BASE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-002","TD-FUELS","TD-FUEL-DEMAND","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-003","TD-FUELS","TD-FUEL-STORAGE","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-004","TD-FUELS","TD-FUEL-SOLID","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-005","TD-FUELS","TD-FUEL-VEGOIL","OPTIONAL","","","SL3","use_only_if_selected_technology_requires_it","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-006","TD-FUELS","TD-FUEL-LUBRICANTS","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-007","TD-FUELS","TD-FUEL-ENGINE-COMPAT","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-008","TD-FUELS","TD-FUEL-PETROLEUM-REFINING","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-009","TD-FUELS","TD-FUEL-ETHANOL","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-010","TD-FUELS","TD-FUEL-BIODIESEL","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-011","TD-FUELS","TD-FUEL-BIOGAS","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-012","TD-FUELS","TD-FUEL-PRODUCER-GAS","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-013","TD-FUELS","TD-FUEL-USE-COOK","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-014","TD-FUELS","TD-FUEL-USE-HEAT","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-015","TD-FUELS","TD-FUEL-USE-POWER","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-016","TD-FUELS","TD-FUEL-USE-TRANSPORT","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-017","TD-FUELS","TD-FUEL-PRODUCT-ID","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-018","TD-FUELS","TD-FUEL-BATCH-ACCEPT","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-019","TD-FUELS","TD-FUEL-ROTATION","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-020","TD-FUELS","TD-FUEL-SPILL","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-021","TD-FUELS","TD-FUEL-EXHAUST","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-022","TD-FUELS","TD-FUEL-ASH","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-023","TD-FUELS","TD-FUEL-CONSUMPTION","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-024","TD-FUELS","TD-FUEL-ALTERNATIVE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-025","TD-FUELS","TD-FUEL-WOODLOT","OPTIONAL","","","SL5","use_only_if_selected_technology_requires_it","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUELS-026","TD-FUELS","TD-FUEL-WOOD-DRY","OPTIONAL","","","SL3","use_only_if_selected_technology_requires_it","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-DEMAND-001","TD-FUEL-DEMAND","TD-BASE-INVENTORY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-DEMAND-002","TD-FUEL-DEMAND","TD-ENERGY-LOADS","REQUIRED","","","SL2","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-STORAGE-001","TD-FUEL-STORAGE","TD-BASE-SITE","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-STORAGE-002","TD-FUEL-STORAGE","TD-BASE-MATERIALS","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-STORAGE-003","TD-FUEL-STORAGE","TD-FUEL-DEMAND","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-SOLID-001","TD-FUEL-SOLID","TD-SHELTER-SURVEY","CONDITIONAL","","","SL2","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-SOLID-002","TD-FUEL-SOLID","TD-FIRE-CO","REQUIRED","","","SL0","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-SOLID-003","TD-FUEL-SOLID","TD-BASE-MATERIALS","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-CHARCOAL-MAKING-001","TD-FUEL-CHARCOAL-MAKING","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-VEGOIL-001","TD-FUEL-VEGOIL","TD-FOOD-SITE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-VEGOIL-002","TD-FUEL-VEGOIL","TD-HARVEST-STORAGE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-VEGOIL-003","TD-FUEL-VEGOIL","TD-WORKSHOP","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-VEGOIL-004","TD-FUEL-VEGOIL","TD-BASE-MATERIALS","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-LUBRICANTS-001","TD-FUEL-LUBRICANTS","TD-BASE-MATERIALS","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-LUBRICANTS-002","TD-FUEL-LUBRICANTS","TD-BASE-INVENTORY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-LUBRICANTS-003","TD-FUEL-LUBRICANTS","TD-BASE-MAINTENANCE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-ENGINE-COMPAT-001","TD-FUEL-ENGINE-COMPAT","TD-FUEL-STORAGE","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-ENGINE-COMPAT-002","TD-FUEL-ENGINE-COMPAT","TD-BASE-MAINTENANCE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-PETROLEUM-REFINING-001","TD-FUEL-PETROLEUM-REFINING","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-GASOLINE-001","TD-FUEL-GASOLINE","TD-FUEL-PETROLEUM-REFINING","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-GASOLINE-002","TD-FUEL-GASOLINE","TD-FUEL-STORAGE","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-DIESEL-001","TD-FUEL-DIESEL","TD-FUEL-PETROLEUM-REFINING","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-DIESEL-002","TD-FUEL-DIESEL","TD-FUEL-STORAGE","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-KEROSENE-001","TD-FUEL-KEROSENE","TD-FUEL-PETROLEUM-REFINING","HAZARD_ONLY","","","SL1","not_an_operational_prerequisite","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-KEROSENE-002","TD-FUEL-KEROSENE","TD-FUEL-STORAGE","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-ETHANOL-001","TD-FUEL-ETHANOL","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-BIODIESEL-001","TD-FUEL-BIODIESEL","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-BIODIESEL-002","TD-FUEL-BIODIESEL","TD-FUEL-ENGINE-COMPAT","CONDITIONAL","","","SL5","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-BIOGAS-001","TD-FUEL-BIOGAS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FUEL-PRODUCER-GAS-001","TD-FUEL-PRODUCER-GAS","TD-BASE-SAFETY","REQUIRED","","","SL1","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-001","TD-FERTILIZERS","TD-FOOD-SITE","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-002","TD-FERTILIZERS","TD-BASE-MATERIALS","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-003","TD-FERTILIZERS","TD-FERT-NUTRIENT-BUDGET","REQUIRED","","","SL3","","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-004","TD-FERTILIZERS","TD-FERT-CROP-ROTATION","ALTERNATIVE","FERTILITY_STRATEGY","1","SL3","select_at_least_one_verified_path_for_applicable_service","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-005","TD-FERTILIZERS","TD-FERT-COMPOST","ALTERNATIVE","FERTILITY_STRATEGY","1","SL3","select_at_least_one_verified_path_for_applicable_service","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-006","TD-FERTILIZERS","TD-FERT-MANURE","ALTERNATIVE","FERTILITY_STRATEGY","1","SL3","select_at_least_one_verified_path_for_applicable_service","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-007","TD-FERTILIZERS","TD-FERT-ASH","CONDITIONAL","","","SL3","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
"EDGE-TD-FERTILIZERS-008","TD-FERTILIZERS","TD-FERT-LIME-USE","CONDITIONAL","","","SL3","applicable_profile_site_or_qualified_role_required","Generated provisional semantics; human domain review required","PROVISIONAL_AUTO_REVIEW_REQUIRED","DENY","0.5-draft"
