"project_id","domain_id","group_code","title_ru","mode","purpose","prerequisites","inputs_tools","protocol_summary","raw_measurements","units","expected_pattern","success_evidence","repetitions","uncertainty_method","hazards","stop_conditions","waste_disposal","safety_class","supervision","duration_hours","seasonal_window","output_artifact","linked_package_ids","source_binding_state","execution_gate","status","successor_demo","release_version"
"PRJ-097","SCI-HEALTH-16","HEALTH","Практическая проверка: Медицинские записи, приватность и передача информации","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Медицинские записи, приватность и передача информации».","SCI-HEALTH-15|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для официальный маршрут/неинвазивное наблюдение должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить структурированный список лекарств/аллергий с контролем доступа; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","структурированный список лекарств/аллергий с контролем доступа","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-HEALTH-16/YYYY-MM-DD/","PSP-117|PSP-094","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-098","SCI-EARTH-01","EARTH","Практическая проверка: Минералы, горные породы и геологические процессы","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Минералы, горные породы и геологические процессы».","SCI-METH-01|SCI-METH-07|SCI-METH-14|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить неразрушающее описание образца без шахт/обрывов; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","неразрушающее описание образца без шахт/обрывов","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-01/YYYY-MM-DD/","PSP-033|PSP-088","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-099","SCI-EARTH-02","EARTH","Практическая проверка: Рельеф, эрозия и геоморфология","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Рельеф, эрозия и геоморфология».","SCI-EARTH-01|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить повторная фото-точка безопасного склона/берега; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","повторная фото-точка безопасного склона/берега","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-02/YYYY-MM-DD/","PSP-033|PSP-088","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-100","SCI-EARTH-03","EARTH","Практическая проверка: Почва: горизонты, текстура и структура","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Почва: горизонты, текстура и структура».","SCI-EARTH-02|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить полевое описание неглубокой безопасной пробы; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","полевое описание неглубокой безопасной пробы","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-03/YYYY-MM-DD/","PSP-045|SUP-LEA-012","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-101","SCI-EARTH-04","EARTH","Практическая проверка: Поверхностная вода, водосбор и сток","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Поверхностная вода, водосбор и сток».","SCI-EARTH-03|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить карта водосбора и наблюдение потока без входа в паводковую воду; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","карта водосбора и наблюдение потока без входа в паводковую воду","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-04/YYYY-MM-DD/","PSP-032|PSP-089","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-102","SCI-EARTH-05","EARTH","Практическая проверка: Грунтовые воды и уязвимость источников","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Грунтовые воды и уязвимость источников».","SCI-EARTH-04|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить интерпретация официальной гидрогеологической карты; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","интерпретация официальной гидрогеологической карты","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-05/YYYY-MM-DD/","PSP-032|PSP-089","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-103","SCI-EARTH-06","EARTH","Практическая проверка: Погода, наблюдения и прогноз","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Погода, наблюдения и прогноз».","SCI-EARTH-05|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить ежедневный ряд температуры, давления и осадков; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","ежедневный ряд температуры, давления и осадков","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-06/YYYY-MM-DD/","PSP-090|PSP-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-104","SCI-EARTH-07","EARTH","Практическая проверка: Климат, нормы и экстремумы","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Климат, нормы и экстремумы».","SCI-EARTH-06|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить сравнение локального ряда с официальной климатической нормой; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","сравнение локального ряда с официальной климатической нормой","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-07/YYYY-MM-DD/","PSP-090|PSP-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-105","SCI-EARTH-08","EARTH","Практическая проверка: Океан, приливы, волны и побережье","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Океан, приливы, волны и побережье».","SCI-EARTH-07|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить работа с официальными данными; наблюдение только из безопасной зоны; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","работа с официальными данными; наблюдение только из безопасной зоны","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-08/YYYY-MM-DD/","PSP-090|PSP-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-106","SCI-EARTH-09","EARTH","Практическая проверка: Землетрясения, оползни, вулканы и цунами","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Землетрясения, оползни, вулканы и цунами».","SCI-EARTH-08|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить сценарная карта и официальные признаки; физическое приближение запрещено; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","сценарная карта и официальные признаки; физическое приближение запрещено","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-09/YYYY-MM-DD/","PSP-090|PSP-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-107","SCI-EARTH-10","EARTH","Практическая проверка: Дистанционное зондирование и спутниковые данные","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Дистанционное зондирование и спутниковые данные».","SCI-EARTH-09|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить сравнение двух дат открытого снимка; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","сравнение двух дат открытого снимка","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-10/YYYY-MM-DD/","PSP-034|PSP-039","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-108","SCI-EARTH-11","EARTH","Практическая проверка: Картография, GIS, CRS и погрешность положения","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Картография, GIS, CRS и погрешность положения».","SCI-EARTH-10|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить репроекция слоя и контроль известной точки; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","репроекция слоя и контроль известной точки","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-11/YYYY-MM-DD/","PSP-079|PSP-086","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-109","SCI-EARTH-12","EARTH","Практическая проверка: Мониторинг воздуха, воды, шума и света","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Мониторинг воздуха, воды, шума и света».","SCI-EARTH-11|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить протокол с оговоркой о классе и калибровке датчика; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","протокол с оговоркой о классе и калибровке датчика","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-12/YYYY-MM-DD/","PSP-038|PSP-089","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-110","SCI-EARTH-13","EARTH","Практическая проверка: Отходы, загрязнение и материальные потоки","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Отходы, загрязнение и материальные потоки».","SCI-EARTH-12|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для пространственно-временной ряд должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить аудит входов/выходов без контакта с опасными отходами; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","аудит входов/выходов без контакта с опасными отходами","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","TBD_LOCAL_SEASON","records/science/SCI-EARTH-13/YYYY-MM-DD/","PSP-038|PSP-089","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
