"domain_id","group_code","group_title_ru","domain_title_ru","practical_outcome","minimum_demonstration","primary_measure","unit_or_standard","safety_class","safety_definition","prerequisite_domains","offline_package_target","practical_project_target","successor_proof","implementation_state","release_version"
"SCI-CHEM-07","CHEM","Химия и материалы","Равновесие, растворимость и кристаллизация","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Равновесие, растворимость и кристаллизация».","безопасное наблюдение кристаллизации пищевой соли","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-06|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-08","CHEM","Химия и материалы","Скорость реакции и влияние условий","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Скорость реакции и влияние условий».","наблюдение безопасного пищевого/ферментного процесса без герметизации","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-07|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-09","CHEM","Химия и материалы","Электрохимия, батареи и коррозия","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Электрохимия, батареи и коррозия».","визуальная/массовая оценка коррозии безопасных образцов","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-08|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-10","CHEM","Химия и материалы","Аналитическая химия и контроль качества","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Аналитическая химия и контроль качества».","только после item-level SDS review: заводской водный учебный стандарт известного состава/концентрации и утверждённый путь отходов","состав/концентрация","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CHEM-09|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-11","CHEM","Химия и материалы","Металлы, сплавы, полимеры, стекло и керамика","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Металлы, сплавы, полимеры, стекло и керамика».","идентификация материала по неразрушаемым признакам","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-10|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-12","CHEM","Химия и материалы","Клеи, покрытия и совместимость материалов","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Клеи, покрытия и совместимость материалов».","только после item-level review конкретного consumer product, SDS, hazard statements, перчаток, вентиляции, количества и утилизации; двухкомпонентные, растворные и изоцианатные системы исключены","состав/концентрация","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CHEM-11|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-13","CHEM","Химия и материалы","Топливо, горение и продукты сгорания","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Топливо, горение и продукты сгорания».","только распознавание рисков CO/пожара; бытовые опыты запрещены","состав/концентрация","SI или явно названный стандарт","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","Только справочное знание и распознавание опасности; бытовое выполнение запрещено.","SCI-CHEM-12|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-14","CHEM","Химия и материалы","Химия воды и ограничения бытовой обработки","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Химия воды и ограничения бытовой обработки».","чтение лабораторного отчёта и разделение биологических/химических рисков","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-13|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-15","CHEM","Химия и материалы","Химия пищи и изменения при хранении","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Химия пищи и изменения при хранении».","масса, температура и наблюдение без употребления сомнительных образцов","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-14|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CHEM-16","CHEM","Химия и материалы","SDS, маркировка, совместное хранение и отходы","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «SDS, маркировка, совместное хранение и отходы».","поиск опасностей, СИЗ, несовместимостей и пути утилизации","состав/концентрация","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CHEM-15|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-01","LIFE","Биология и экология","Клетка, мембраны и обмен веществ","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Клетка, мембраны и обмен веществ».","аннотированная схема и анализ готового микроснимка","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-METH-01|SCI-METH-07|SCI-METH-14","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-02","LIFE","Биология и экология","ДНК, наследование и вариация","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «ДНК, наследование и вариация».","родословная учебного признака без медицинской интерпретации","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-01|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-03","LIFE","Биология и экология","Эволюция, отбор и филогенетика","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Эволюция, отбор и филогенетика».","дерево признаков с указанием неопределённости","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-02|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-04","LIFE","Биология и экология","Ботаника и морфология растений","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Ботаника и морфология растений».","фотопротокол безопасного известного растения","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-03|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-05","LIFE","Биология и экология","Физиология растений и фотосинтез","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Физиология растений и фотосинтез».","неразрушающий ростовой/световой ряд","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-04|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-06","LIFE","Биология и экология","Зоология, поведение и благополучие","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Зоология, поведение и благополучие».","неинвазивное наблюдение без кормления дикой фауны","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-05|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-07","LIFE","Биология и экология","Микробиология и биобезопасность","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Микробиология и биобезопасность».","работа только с опубликованными данными; культивирование неизвестных организмов запрещено","наблюдение/счёт","SI или явно названный стандарт","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","Только справочное знание и распознавание опасности; бытовое выполнение запрещено.","SCI-LIFE-06|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-08","LIFE","Биология и экология","Микроскопия готовых безопасных препаратов","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Микроскопия готовых безопасных препаратов».","фокус, масштаб и рисунок готового слайда","наблюдение/счёт","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-LIFE-07|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-09","LIFE","Биология и экология","Систематика и определение видов","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Систематика и определение видов».","определение по нескольким признакам с фото и географией","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-08|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-10","LIFE","Биология и экология","Популяции, пищевые сети и экосистемные связи","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Популяции, пищевые сети и экосистемные связи».","наблюдательный маршрут с повторяемыми точками","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-09|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-11","LIFE","Биология и экология","Опыление и взаимодействия растение–животное","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Опыление и взаимодействия растение–животное».","счёт посещений без вмешательства в гнёзда","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-10|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-12","LIFE","Биология и экология","Разложение, почвенная биота и круговороты","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Разложение, почвенная биота и круговороты».","закрытый наблюдательный журнал без выращивания неизвестных культур","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-11|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-13","LIFE","Биология и экология","Биоразнообразие и мониторинг участка","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Биоразнообразие и мониторинг участка».","фиксированный маршрут, фото-точки и список видов","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-12|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-14","LIFE","Биология и экология","Биостатистика и экологическое моделирование","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Биостатистика и экологическое моделирование».","повторный анализ открытого набора данных","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-13|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-15","LIFE","Биология и экология","Биоинформатика и работа с открытыми последовательностями","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Биоинформатика и работа с открытыми последовательностями».","воспроизводимый поиск по публичной базе без персональных данных","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-14|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-LIFE-16","LIFE","Биология и экология","Охрана природы, инвазивные виды и правовые границы","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Охрана природы, инвазивные виды и правовые границы».","карта наблюдений и передача компетентному органу","наблюдение/счёт","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-LIFE-15|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-01","HEALTH","Здоровье и общественное здоровье","Анатомия, физиология и медицинская терминология","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Анатомия, физиология и медицинская терминология».","объяснение нормальной функции без постановки диагноза","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-METH-01|SCI-METH-07|SCI-METH-14","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-02","HEALTH","Здоровье и общественное здоровье","Навигация по системе здравоохранения и красные флаги","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Навигация по системе здравоохранения и красные флаги».","правильный маршрут 112/SNS24/профильная служба по учебному сценарию","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-HEALTH-01|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-03","HEALTH","Здоровье и общественное здоровье","Безопасное измерение температуры, пульса и частоты дыхания","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Безопасное измерение температуры, пульса и частоты дыхания».","повтор измерения согласно инструкции прибора без диагностики","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-HEALTH-02|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-04","HEALTH","Здоровье и общественное здоровье","Первая помощь, BLS/AED и удушье","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Первая помощь, BLS/AED и удушье».","только сертифицированное обучение и манекен","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-HEALTH-03|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-05","HEALTH","Здоровье и общественное здоровье","Инфекционный контроль, руки, поверхности и вентиляция","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Инфекционный контроль, руки, поверхности и вентиляция».","аудит процесса без культивирования микроорганизмов","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-HEALTH-04|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-06","HEALTH","Здоровье и общественное здоровье","Эпидемиология и интерпретация риска","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Эпидемиология и интерпретация риска».","расчёт показателей по обезличенным опубликованным данным","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-HEALTH-05|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-07","HEALTH","Здоровье и общественное здоровье","Питание, пищевой дневник и дефициты","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Питание, пищевой дневник и дефициты».","сбалансированный рацион по официальным рекомендациям без лечебной диеты","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S0_OBSERVE_READ","Наблюдение, чтение, расчёт или работа с опубликованным набором данных; физического вмешательства нет.","SCI-HEALTH-06|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-08","HEALTH","Здоровье и общественное здоровье","Психологическая первая помощь и поддерживающее общение","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Психологическая первая помощь и поддерживающее общение».","сценарий слушания, безопасности и направления за помощью","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-HEALTH-07|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-09","HEALTH","Здоровье и общественное здоровье","Непрерывность хронического лечения","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Непрерывность хронического лечения».","сверенный с врачом/фармацевтом личный план без изменения доз","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-HEALTH-08|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-HEALTH-10","HEALTH","Здоровье и общественное здоровье","Материнство, ребёнок и развитие","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Материнство, ребёнок и развитие».","распознавание повода для профессиональной помощи","официальный маршрут/неинвазивное наблюдение","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-HEALTH-09|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
